DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R
'020908,53,29,80,73,45,91,87,66,96,68,42,82,68,40,88,59,29,83,51,23,79,71,43,91,58,28,84,74,38,94,33,16,69,65,38,86,37,12,71,27,10,54,76,48,93,71,43,90,59,30,84,64,31,91
'020910,19,7,56,-1,-1,-1,.,.,.,.,.,.,23,10,54,-1,-1,-1,21,8,52,24,9,61,19,6,50,.,.,.,19,7,56,22,11,48,15,4,46,9,2,25,28,16,57,23,9,57,22,12,47,0,0,20
'021803,19,7,62,.,.,.,.,.,.,.,.,.,23,8,61,13,4,49,21,8,59,19,7,61,30,11,68,-1,-1,-1,19,7,62,27,10,62,18,5,60,23,6,63,-1,-1,-1,26,11,64,20,6,59,.,.,.
'021805,26,12,65,31,12,62,100,40,100,.,.,.,41,19,75,45,21,78,37,17,73,42,18,77,30,12,67,44,22,94,20,10,58,39,19,73,21,8,61,21,10,56,38,21,67,50,23,81,35,16,72,.,.,.
'021901,44,22,72,63,35,86,84,62,95,19,6,56,61,34,83,30,10,60,37,15,67,62,35,85,46,21,75,47,18,73,26,9,59,59,33,81,32,12,64,26,10,47,72,42,91,63,36,85,54,27,78,57,27,81
'021902,34,12,68,43,17,69,70,50,83,32,6,68,38,15,69,23,7,53,32,11,64,40,16,73,36,13,69,41,20,73,27,10,63,36,15,65,26,8,60,20,6,37,60,30,84,39,16,70,33,12,63,31,13,62
'022004,11,3,32,.,.,.,.,.,.,.,.,.,28,9,52,.,.,.,18,4,43,32,13,59,22,7,49,-1,-1,-1,7,3,29,21,3,42,15,5,40,0,0,6,56,28,67,28,8,54,26,11,48,-1,-1,-1
'022901,38,10,71,62,38,95,70,35,91,.,.,.,53,22,82,56,11,78,45,18,76,57,26,85,47,19,79,-1,-1,-1,26,5,62,48,19,79,29,5,65,27,8,56,63,29,88,53,22,83,51,23,79,53,27,80
'022902,-1,-1,-1,.,.,.,.,.,.,.,.,.,60,22,93,.,.,.,54,21,88,60,20,93,50,17,96,-1,-1,-1,-1,-1,-1,61,24,92,29,6,83,-1,-1,-1,76,29,94,60,21,95,62,24,86,-1,-1,-1
'022903,.,.,.,-1,-1,-1,.,.,.,.,.,.,65,13,96,.,.,.,-1,-1,-1,59,12,94,75,0,88,.,.,.,.,.,.,83,17,100,63,0,88,.,.,.,54,8,100,67,17,94,60,0,100,.,.,.
'023902,54,17,92,-1,-1,-1,.,.,.,.,.,.,52,20,86,-1,-1,-1,45,12,84,56,22,90,50,14,86,.,.,.,27,9,82,49,19,84,26,7,72,18,0,50,54,25,87,54,21,89,45,14,78,65,41,94
'024901,23,8,63,.,.,.,-1,-1,-1,.,.,.,33,11,64,.,.,.,30,10,62,35,12,67,32,11,64,-1,-1,-1,18,5,59,31,10,62,17,4,51,17,5,37,71,12,76,33,11,65,33,13,62,50,15,65
'025901,22,0,65,37,20,77,-1,-1,-1,-1,-1,-1,48,18,80,31,8,54,41,14,75,54,20,83,43,13,80,-1,-1,-1,14,0,62,43,17,77,20,6,62,20,9,43,52,21,81,51,20,81,43,15,78,50,20,80
'025902,25,9,60,43,12,72,76,50,93,.,.,.,42,17,71,23,8,57,33,12,64,43,17,73,35,12,68,47,13,80,12,3,46,40,16,70,21,5,56,23,7,38,49,21,75,44,18,73,35,12,65,42,20,71
'025904,22,11,22,.,.,.,.,.,.,.,.,.,37,14,66,.,.,.,34,15,63,36,17,69,39,14,61,.,.,.,22,11,22,38,13,64,26,7,56,21,10,25,36,14,69,40,15,71,34,13,59,0,0,20
'025905,0,0,53,0,0,50,.,.,.,-1,-1,-1,45,16,76,20,0,90,39,10,70,51,20,80,36,7,70,.,.,.,0,0,47,41,13,73,24,3,60,21,11,47,50,19,78,46,17,77,42,11,71,38,0,50
'025906,.,.,.,13,6,56,.,.,.,.,.,.,50,20,80,-1,-1,-1,41,14,76,47,20,80,58,29,79,.,.,.,.,.,.,53,20,80,26,10,67,22,8,38,49,18,81,48,17,78,52,24,81,14,0,57
'025908,.,.,.,.,.,.,.,.,.,.,.,.,49,20,76,-1,-1,-1,42,16,75,56,23,80,47,16,73,.,.,.,.,.,.,41,18,72,35,13,60,13,13,40,50,22,77,59,22,85,41,19,68,.,.,.
'025909,42,12,88,68,32,86,55,18,95,.,.,.,51,21,83,45,11,70,43,14,79,53,20,84,40,11,78,33,0,67,-1,-1,-1,50,22,82,28,7,69,26,17,54,55,24,85,54,21,85,45,19,79,22,7,65
'026901,29,9,67,34,15,65,60,0,100,.,.,.,46,18,77,22,6,55,35,12,69,50,22,82,40,15,73,35,12,82,18,4,55,41,15,73,21,4,57,24,5,46,54,24,84,45,18,77,49,20,76,39,9,79
'026902,10,5,50,27,10,76,14,0,14,.,.,.,27,9,62,24,8,55,24,8,58,31,11,65,21,6,61,.,.,.,8,3,45,24,7,59,12,3,47,47,18,59,38,14,69,28,8,64,27,11,60,0,0,5
'026903,36,15,73,28,0,66,.,.,.,.,.,.,36,16,69,24,9,66,28,11,60,39,18,72,31,15,57,.,.,.,33,15,70,33,13,66,20,7,54,22,14,42,48,22,81,35,16,69,37,14,68,47,18,65
'027903,23,8,57,47,17,77,46,18,75,-1,-1,-1,40,16,72,18,5,54,31,11,66,42,17,74,32,11,67,5,5,35,11,3,45,38,15,70,18,5,53,17,7,39,44,19,75,40,16,73,40,16,70,29,9,76
'027904,21,7,55,45,19,76,67,36,93,59,33,93,42,17,72,32,9,63,32,11,64,44,17,74,31,10,64,62,5,71,18,5,52,40,17,69,24,7,58,18,6,38,52,24,79,42,17,72,41,17,71,29,11,57
'028902,26,9,59,40,16,72,89,46,89,80,60,90,34,13,65,27,11,56,28,10,60,36,14,69,30,11,62,26,12,60,22,7,55,31,12,61,22,7,56,13,3,29,48,22,76,35,14,67,30,11,61,17,5,50
'028903,21,8,51,51,24,73,50,30,70,-1,-1,-1,30,11,62,17,3,48,26,9,58,33,12,65,26,9,59,-1,-1,-1,14,5,46,27,9,58,17,4,49,13,1,36,46,17,76,30,10,62,30,12,61,24,11,54
'028906,2,2,27,13,0,63,.,.,.,.,.,.,20,5,55,10,0,62,15,3,49,17,5,61,21,4,53,-1,-1,-1,2,2,27,21,5,49,9,1,47,11,2,37,20,7,56,21,5,59,19,4,51,20,7,47
'029901,41,17,75,57,23,90,66,37,88,.,.,.,50,22,80,45,18,77,44,17,77,53,24,84,44,18,77,62,15,85,26,8,65,47,20,77,30,9,68,20,9,42,61,29,86,50,22,81,46,22,77,53,21,84
'030901,17,0,44,.,.,.,-1,-1,-1,.,.,.,45,16,74,.,.,.,33,8,65,46,16,74,45,14,71,.,.,.,17,0,44,44,15,74,22,4,56,6,0,28,46,16,74,45,17,75,47,11,70,42,6,76
'030902,17,13,46,38,16,69,.,.,.,.,.,.,46,18,76,42,18,82,37,14,70,49,20,81,35,16,68,-1,-1,-1,0,0,32,43,16,72,24,4,61,20,6,44,48,18,78,49,20,81,39,14,67,51,22,86
'030903,.,.,.,-1,-1,-1,.,.,.,.,.,.,45,16,78,.,.,.,41,17,74,47,19,80,37,16,74,.,.,.,.,.,.,44,15,77,31,9,67,43,27,71,48,16,79,46,18,79,43,13,76,-1,-1,-1
'030906,.,.,.,58,42,83,100,80,100,.,.,.,58,26,82,-1,-1,-1,50,22,76,62,24,83,52,24,82,-1,-1,-1,.,.,.,55,27,81,27,9,57,25,13,46,59,25,82,58,25,83,60,27,80,53,18,82
'031901,41,16,74,20,0,60,84,57,93,46,31,54,52,23,81,83,48,95,49,21,79,53,23,83,52,23,81,-1,-1,-1,30,11,67,50,22,79,36,12,71,26,11,50,57,31,79,53,24,82,46,19,75,46,21,81
'031903,39,16,72,64,36,91,81,51,96,61,28,83,50,22,79,54,22,78,45,18,77,53,24,83,49,21,79,81,51,95,30,11,65,47,20,77,30,9,66,25,10,47,65,36,88,51,22,80,46,20,76,49,16,81
'031905,29,11,65,35,12,76,-1,-1,-1,.,.,.,44,17,77,27,18,73,41,15,75,45,18,80,44,17,77,-1,-1,-1,16,6,50,42,16,74,20,6,58,25,7,50,41,23,71,46,18,78,34,12,70,33,11,76
'031906,51,23,82,69,8,77,98,84,98,100,80,100,61,31,87,62,44,97,57,27,85,64,32,89,61,30,87,73,18,91,37,14,72,59,29,85,37,13,73,32,12,58,72,43,91,63,32,88,57,26,84,63,25,92
'031909,28,10,68,21,14,86,56,31,94,.,.,.,40,15,76,-1,-1,-1,37,13,75,42,16,79,38,14,75,33,33,83,22,8,64,38,14,74,25,6,68,19,8,42,59,29,90,40,15,77,41,18,74,44,15,80
'031911,29,10,64,.,.,.,.,.,.,.,.,.,40,15,73,10,0,70,37,13,72,45,18,78,40,15,74,-1,-1,-1,10,3,42,35,13,69,21,4,59,14,5,33,39,22,69,40,16,74,38,13,69,33,3,69
'031912,32,12,67,48,28,83,-1,-1,-1,-1,-1,-1,41,16,73,29,10,57,39,15,71,44,18,77,41,16,73,.,.,.,22,7,57,39,15,70,24,6,60,19,5,38,41,26,79,42,17,73,39,14,71,23,8,63
'031913,22,7,53,-1,-1,-1,.,.,.,.,.,.,27,8,59,.,.,.,27,8,59,31,9,59,27,8,59,.,.,.,19,6,49,23,7,58,19,5,49,16,6,29,22,11,67,29,9,62,19,3,48,8,0,54
'031914,28,9,65,.,.,.,.,.,.,.,.,.,40,13,75,-1,-1,-1,37,12,73,43,14,77,40,14,75,.,.,.,23,8,61,38,13,72,22,6,63,19,8,42,31,4,65,41,14,75,36,12,72,50,14,79
'031916,68,33,91,97,67,98,95,71,99,-1,-1,-1,82,45,96,85,50,97,76,36,94,82,43,96,81,42,95,67,33,89,48,18,82,83,47,95,55,18,86,50,21,75,86,52,98,82,35,94,82,46,96,63,36,77
'032902,57,21,91,69,30,94,79,63,100,.,.,.,62,26,91,52,20,86,59,23,90,62,26,92,61,24,91,57,14,86,48,14,85,62,26,90,44,13,82,41,11,75,68,30,92,64,27,91,57,22,90,61,27,93
'033901,83,0,100,.,.,.,.,.,.,.,.,.,64,33,88,-1,-1,-1,48,22,77,67,39,91,72,19,91,.,.,.,83,0,100,61,30,85,46,17,79,41,20,69,62,36,87,70,36,90,35,23,75,.,.,.
'033902,57,14,71,80,0,100,100,67,100,.,.,.,65,34,88,-1,-1,-1,48,20,77,68,35,92,58,27,89,50,33,67,57,14,71,61,32,85,36,8,70,32,6,57,65,34,88,67,36,89,59,28,86,78,56,100
'033904,-1,-1,-1,29,29,57,67,33,100,.,.,.,48,18,83,.,.,.,41,15,80,47,15,86,45,11,83,-1,-1,-1,-1,-1,-1,50,20,81,26,6,66,11,3,41,49,18,83,48,16,81,49,21,88,60,30,100
'034901,44,20,86,57,34,89,63,46,79,-1,-1,-1,50,23,80,33,10,70,43,17,76,55,26,84,53,21,87,25,0,63,50,17,87,46,21,76,24,7,62,29,14,54,61,31,85,51,23,82,47,23,75,42,14,76
'034902,60,30,70,32,0,75,.,.,.,.,.,.,43,21,74,21,7,52,41,21,71,49,26,78,44,39,89,-1,-1,-1,60,30,70,38,17,72,21,7,57,10,5,48,48,24,76,41,18,71,46,25,80,0,0,40
'034903,29,7,67,56,24,90,100,60,100,.,.,.,52,22,82,32,11,67,45,17,77,50,19,82,45,19,76,22,0,33,16,4,50,53,24,81,32,9,70,24,11,50,55,24,84,51,21,81,52,24,83,30,2,72
'034905,16,8,55,43,18,82,33,0,50,.,.,.,40,14,75,15,4,58,35,11,72,44,16,78,33,11,64,25,0,63,14,6,53,36,11,73,21,5,59,30,15,48,48,17,81,43,15,78,32,10,69,27,7,100
'034906,.,.,.,54,31,92,.,.,.,.,.,.,48,21,78,31,8,54,39,12,71,51,21,81,14,0,57,-1,-1,-1,.,.,.,46,20,75,20,4,59,17,10,40,50,21,79,51,21,79,43,20,74,67,27,80
'034907,67,44,100,26,12,65,73,64,91,.,.,.,48,19,76,27,9,58,39,14,70,53,20,84,37,11,67,55,29,84,.,.,.,43,18,70,22,5,57,14,4,29,52,21,80,52,21,78,38,13,73,24,7,66
'034909,60,10,100,.,.,.,50,17,83,.,.,.,38,12,72,38,23,85,29,7,68,43,11,80,62,19,90,83,33,100,-1,-1,-1,31,12,63,19,5,56,29,12,47,36,10,70,39,13,73,36,9,72,57,29,86
'035901,31,11,67,-1,-1,-1,67,56,89,.,.,.,36,13,69,25,8,65,34,11,67,39,15,72,34,11,68,43,0,86,24,7,59,34,11,67,24,6,60,13,6,35,61,31,81,38,14,72,32,10,61,10,3,35
'035902,40,9,72,-1,-1,-1,.,.,.,.,.,.,43,16,79,-1,-1,-1,40,14,77,42,18,82,41,14,77,.,.,.,33,4,69,44,14,75,28,6,72,57,17,78,83,56,100,45,16,81,34,18,69,0,0,100
'035903,29,14,86,-1,-1,-1,.,.,.,.,.,.,76,45,94,40,0,100,68,34,93,76,49,96,46,15,80,71,14,100,-1,-1,-1,75,41,93,41,7,75,33,5,71,80,49,96,76,47,94,74,31,94,63,11,100
'036901,33,16,74,53,20,77,61,30,74,.,.,.,52,22,82,33,10,64,44,17,77,56,24,86,49,20,81,83,50,100,10,2,46,48,20,79,31,11,69,33,17,55,59,26,88,54,23,83,46,20,77,32,23,77
'036902,55,25,83,78,41,92,90,66,99,.,.,.,73,42,92,63,28,89,58,28,85,75,44,94,67,35,90,53,26,82,40,14,74,71,40,91,41,14,76,33,14,64,75,45,93,75,44,93,66,36,89,62,31,90
'036903,38,11,79,38,22,88,57,36,79,.,.,.,49,21,82,33,12,67,42,16,78,50,21,86,44,16,80,.,.,.,27,6,72,48,21,78,23,7,67,25,5,49,58,28,86,52,23,84,39,13,73,41,18,73
'037901,38,11,75,59,21,91,50,13,100,.,.,.,45,17,80,28,7,73,37,12,75,47,17,83,38,12,78,.,.,.,26,6,69,43,16,76,26,5,69,19,4,49,59,25,83,44,15,79,48,20,80,30,10,70
'037904,33,12,69,32,13,68,62,32,84,0,0,33,38,15,72,26,7,61,33,12,69,41,16,76,36,13,72,47,18,71,24,9,61,35,13,68,22,7,60,23,7,44,50,22,80,38,15,73,37,15,70,33,13,70
'037907,29,11,74,35,13,68,-1,-1,-1,.,.,.,47,21,79,34,12,67,40,15,74,53,23,82,42,17,79,-1,-1,-1,18,6,65,43,19,76,23,6,64,20,8,46,53,25,82,49,22,80,43,19,75,35,16,81
'037908,28,6,67,-1,-1,-1,83,67,100,.,.,.,35,11,72,19,3,48,35,11,73,34,8,77,36,10,73,.,.,.,24,4,59,36,13,69,25,4,63,34,6,53,33,15,71,36,12,73,28,8,68,33,11,78
'037909,39,14,82,24,0,73,.,.,.,.,.,.,44,20,73,18,3,42,35,15,69,52,23,81,44,13,80,.,.,.,32,12,80,38,17,67,27,7,61,19,13,43,48,24,75,43,18,71,45,22,75,27,14,73
'038901,37,13,87,73,30,88,85,47,100,-1,-1,-1,55,25,86,25,4,62,44,14,82,60,27,89,47,17,86,50,0,100,34,11,85,51,23,85,30,6,74,22,3,51,61,31,88,57,26,88,48,20,79,17,0,92
'039902,-1,-1,-1,67,31,83,100,85,100,.,.,.,56,26,84,.,.,.,44,20,77,56,26,84,32,11,76,33,17,67,-1,-1,-1,56,26,85,26,5,68,14,4,48,58,27,85,57,27,85,53,23,82,74,44,91
'039903,0,0,20,32,18,77,.,.,.,.,.,.,40,15,73,-1,-1,-1,35,13,69,46,15,76,31,9,64,25,0,63,0,0,20,35,15,71,17,5,53,13,7,41,42,16,74,41,16,73,37,14,73,46,23,62
'039904,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,55,28,81,-1,-1,-1,48,17,77,52,23,86,65,29,82,.,.,.,.,.,.,57,32,77,28,6,55,24,8,44,55,28,81,53,25,82,57,31,80,33,17,50
'039905,14,0,29,.,.,.,.,.,.,.,.,.,44,20,72,.,.,.,38,14,65,46,22,75,47,21,74,.,.,.,14,0,29,41,18,69,7,0,44,17,7,49,43,20,72,48,25,77,39,16,67,40,20,60
'040901,14,2,54,25,17,50,.,.,.,.,.,.,18,4,53,.,.,.,15,4,48,15,3,55,17,4,52,.,.,.,10,2,45,20,5,50,8,2,42,3,3,22,20,3,62,20,4,56,12,4,44,0,0,43
'040902,24,7,57,33,17,67,.,.,.,.,.,.,45,17,81,38,0,100,35,12,74,50,23,85,36,13,77,-1,-1,-1,24,7,57,40,11,76,27,7,69,8,0,34,59,24,86,46,16,81,40,18,78,44,11,78
'041901,50,17,100,.,.,.,.,.,.,.,.,.,51,23,82,.,.,.,36,15,72,56,26,84,43,18,74,.,.,.,50,17,100,45,20,78,26,4,68,10,0,45,55,26,86,53,24,80,45,20,86,100,100,100
'041902,14,0,29,40,20,80,.,.,.,.,.,.,47,21,76,0,0,33,38,15,71,50,21,78,35,12,72,67,0,83,14,0,29,43,21,74,19,5,60,20,7,46,57,30,81,53,26,79,32,11,70,0,0,40
'042901,31,8,54,31,8,58,67,33,89,.,.,.,42,17,71,19,0,57,31,12,62,44,18,74,34,14,66,20,0,100,31,8,54,40,17,68,17,4,51,23,14,45,46,20,74,41,17,69,45,17,78,17,3,67
'042903,.,.,.,31,8,92,.,.,.,.,.,.,47,15,80,33,0,67,47,15,80,53,16,85,41,11,74,33,8,75,.,.,.,41,15,75,33,8,68,15,10,44,51,18,82,46,14,80,49,18,79,17,0,83
'042905,.,.,.,14,0,71,-1,-1,-1,.,.,.,49,15,83,0,0,0,46,12,80,56,18,84,51,10,85,.,.,.,.,.,.,44,13,81,32,3,73,36,9,59,51,17,84,56,18,84,43,13,82,-1,-1,-1
'043801,64,37,91,83,47,99,85,59,97,-1,-1,-1,75,45,95,58,29,87,65,31,93,75,45,95,64,30,93,64,36,95,49,26,87,74,45,94,49,24,88,31,15,74,77,44,96,75,44,94,75,47,95,71,35,96
'043802,.,.,.,.,.,.,84,42,100,.,.,.,63,33,86,50,17,83,.,.,.,76,33,95,17,0,50,.,.,.,.,.,.,57,33,81,.,.,.,.,.,.,80,55,95,.,.,.,63,33,86,-1,-1,-1
'043901,60,32,85,77,50,93,90,71,97,73,37,91,75,48,92,56,27,82,53,26,80,77,50,93,64,33,87,73,46,94,45,20,77,74,47,91,39,14,73,34,14,62,78,49,93,79,52,94,64,36,86,75,43,93
'043902,38,12,73,46,19,83,63,24,86,0,0,0,49,21,80,39,12,71,41,15,74,51,22,83,45,18,78,48,30,78,31,9,67,47,20,77,29,7,67,19,6,42,55,25,84,51,22,82,46,20,78,36,19,74
'043903,34,11,68,76,35,97,82,50,95,-1,-1,-1,65,33,89,49,21,80,45,19,79,69,36,92,47,20,79,66,34,92,22,6,56,62,31,87,35,9,73,26,12,62,72,39,93,66,33,90,64,33,87,69,31,94
'043904,37,13,79,60,27,89,82,47,100,.,.,.,56,24,85,53,15,78,47,16,80,58,26,88,48,18,81,67,20,73,23,6,72,54,22,82,27,6,70,23,7,46,60,28,88,58,26,87,50,19,81,63,41,93
'043905,53,27,81,72,43,92,89,68,97,74,34,95,75,48,92,54,24,81,49,23,78,77,50,93,63,33,86,73,48,90,42,18,75,74,45,91,38,13,73,37,14,64,77,46,94,77,49,93,70,43,89,72,41,93
'043907,35,14,67,70,39,91,80,52,94,63,31,83,63,34,86,44,18,74,41,17,72,66,36,88,49,22,78,64,25,86,27,9,60,61,32,84,35,12,69,31,13,55,76,45,93,66,37,87,56,28,82,64,37,88
'043908,51,27,79,72,41,95,81,54,98,67,33,100,71,39,91,63,32,88,60,29,86,73,41,93,61,30,87,57,27,89,30,12,66,68,37,89,33,12,71,31,13,65,74,42,92,73,40,92,67,37,89,66,30,90
'043910,45,23,75,69,41,89,87,65,96,48,21,74,65,39,86,44,17,74,41,17,73,67,40,88,46,20,75,56,26,87,30,12,64,63,37,84,28,10,63,28,10,51,74,43,92,69,42,88,55,29,80,64,37,89
'043911,38,16,74,56,26,82,79,53,97,30,0,80,54,27,81,47,23,77,47,22,77,57,28,84,47,22,78,82,45,97,24,8,63,51,25,79,32,11,67,23,10,49,63,33,86,56,28,83,49,25,78,39,14,72
'043912,58,30,86,68,39,90,83,57,96,61,44,67,71,40,92,58,27,84,51,21,80,73,42,93,63,31,88,64,25,89,48,21,80,69,39,90,36,11,73,31,12,62,74,42,93,73,42,92,69,39,91,65,35,91
'043914,53,26,83,73,44,92,81,54,95,85,65,98,71,42,91,66,36,89,55,27,83,73,45,93,60,31,86,60,27,88,40,16,76,68,39,89,39,14,75,33,13,62,75,47,93,73,45,92,63,34,87,72,42,92
'043917,33,13,72,56,30,85,.,.,.,.,.,.,53,24,82,-1,-1,-1,45,19,78,61,27,87,45,20,78,50,0,83,16,4,61,46,21,77,23,5,64,18,9,45,57,26,83,55,26,83,49,19,80,61,30,87
'043918,39,15,73,42,11,79,78,38,92,100,100,100,51,22,80,48,22,76,45,18,76,55,23,85,45,18,76,70,50,80,36,14,69,48,21,76,30,11,65,22,5,49,56,24,83,52,23,80,51,20,80,47,15,72
'043919,73,45,93,84,54,97,90,73,98,-1,-1,-1,85,59,97,78,51,93,72,40,93,86,60,97,81,52,96,74,39,90,62,30,89,84,57,97,51,21,81,52,24,77,85,59,97,86,60,97,83,56,96,86,60,99
'044902,28,6,72,31,6,69,.,.,.,.,.,.,46,21,80,44,16,68,34,12,72,48,24,81,35,13,73,.,.,.,19,1,65,43,19,79,18,4,65,26,16,46,59,31,90,44,21,80,55,21,84,89,44,100
'045902,26,8,66,51,22,86,61,35,100,.,.,.,49,20,80,28,9,64,42,15,75,51,20,83,45,15,77,.,.,.,19,6,59,47,20,76,27,7,67,27,11,57,60,29,87,50,20,80,47,18,77,43,17,78
'045903,27,9,60,36,16,80,88,63,88,.,.,.,42,17,74,24,7,62,35,12,70,45,19,78,40,15,73,.,.,.,12,3,45,40,15,71,24,6,62,16,6,36,61,28,85,42,16,75,43,18,73,56,33,87
'045905,35,10,80,88,58,92,.,.,.,.,.,.,53,22,84,35,13,68,44,15,81,58,28,86,43,16,84,.,.,.,33,9,79,48,16,82,29,8,71,26,17,55,66,30,90,53,22,84,53,23,84,24,6,88
'046802,-1,-1,-1,.,.,.,.,.,.,.,.,.,0,0,46,-1,-1,-1,0,0,30,0,0,25,-1,-1,-1,.,.,.,-1,-1,-1,0,0,80,0,0,42,0,0,60,0,0,50,.,.,.,0,0,46,.,.,.
'046901,41,16,76,63,37,89,82,47,95,78,22,100,59,30,86,51,14,84,43,16,77,61,31,87,48,20,80,70,33,93,32,11,71,57,28,84,38,12,74,28,9,54,70,40,91,61,31,87,55,26,83,43,23,78
'046902,36,14,70,68,37,91,75,48,93,61,31,93,64,34,87,57,27,86,46,20,76,66,36,89,55,26,82,64,27,89,24,7,61,62,33,85,35,10,71,29,13,57,71,40,91,66,36,88,60,30,86,64,32,88
'047901,31,10,72,41,9,80,80,60,100,.,.,.,40,15,77,-1,-1,-1,32,11,72,44,16,82,33,11,73,24,6,53,25,9,67,36,15,73,21,5,63,18,9,37,48,21,82,41,16,78,37,13,72,29,13,67
'047902,40,13,86,58,37,79,50,50,88,.,.,.,52,18,85,44,11,67,44,15,81,55,19,90,40,12,80,-1,-1,-1,33,11,84,48,17,81,31,6,75,14,2,43,58,21,88,54,20,87,45,13,80,30,15,55
'047903,38,9,72,-1,-1,-1,.,.,.,.,.,.,43,17,75,.,.,.,41,16,73,44,12,75,40,15,74,.,.,.,32,7,69,43,23,74,29,7,65,11,11,37,55,23,77,48,18,78,18,12,59,-1,-1,-1
'047905,.,.,.,.,.,.,.,.,.,.,.,.,48,17,81,.,.,.,52,18,85,56,21,91,46,14,80,.,.,.,.,.,.,41,13,72,25,10,65,22,8,51,48,18,81,51,21,84,43,11,75,33,11,44
'048901,42,21,42,.,.,.,57,29,57,.,.,.,40,12,72,.,.,.,30,8,65,43,13,75,32,7,68,.,.,.,31,13,31,37,10,68,20,2,55,17,6,40,59,21,80,40,11,72,41,13,70,60,0,100
'048903,35,8,68,50,41,64,86,29,100,.,.,.,34,13,62,.,.,.,29,10,56,36,15,68,24,5,56,.,.,.,6,6,41,31,11,56,16,3,50,11,2,28,38,17,67,29,15,56,39,11,70,-1,-1,-1
'049901,27,10,57,41,16,73,64,25,86,.,.,.,37,15,67,23,9,55,34,13,64,39,15,72,34,13,65,50,6,94,21,7,50,34,14,63,20,5,53,22,7,36,44,19,72,37,14,67,36,15,68,19,11,46
'049902,-1,-1,-1,76,41,88,86,57,100,.,.,.,75,41,93,-1,-1,-1,56,29,81,79,44,97,66,27,82,-1,-1,-1,.,.,.,72,39,89,41,16,68,31,17,55,76,42,93,76,43,93,72,35,92,82,39,96
'049903,19,3,55,21,11,74,.,.,.,-1,-1,-1,41,14,75,-1,-1,-1,32,10,68,40,16,75,27,7,63,43,14,86,19,3,55,41,13,75,21,3,60,16,4,39,48,18,80,42,15,76,38,13,71,31,12,69
'049905,64,23,80,52,19,81,-1,-1,-1,.,.,.,56,26,86,44,11,78,44,18,79,56,27,87,54,24,83,69,38,94,45,7,69,55,25,84,28,6,66,19,5,44,56,26,86,56,25,85,56,29,87,58,27,97
'049906,15,8,54,80,13,93,100,67,100,.,.,.,54,20,84,-1,-1,-1,48,13,80,56,20,87,39,10,77,86,29,100,0,0,40,53,21,82,30,6,66,25,6,46,55,22,85,56,21,86,48,18,81,67,25,92
'049907,-1,-1,-1,89,44,100,88,71,100,.,.,.,71,38,92,-1,-1,-1,55,27,82,75,42,94,46,23,69,73,36,100,-1,-1,-1,68,35,91,31,8,72,36,9,70,71,38,92,72,38,92,70,39,94,83,50,83
'049908,0,0,40,60,60,100,.,.,.,.,.,.,34,16,81,.,.,.,24,10,78,38,18,87,27,4,85,.,.,.,0,0,40,29,13,73,0,0,60,33,17,50,35,17,79,37,20,87,31,12,75,33,33,67
'049909,.,.,.,-1,-1,-1,.,.,.,.,.,.,38,18,81,.,.,.,29,9,78,34,20,80,21,14,64,22,0,78,.,.,.,41,16,82,0,0,64,30,0,80,45,22,88,52,26,90,23,9,72,-1,-1,-1
'050901,31,5,57,-1,-1,-1,.,.,.,.,.,.,38,17,66,43,0,86,30,9,60,42,18,74,38,13,65,.,.,.,22,3,51,34,16,58,23,6,55,12,2,24,38,20,66,44,19,75,29,14,53,29,0,86
'050902,25,10,60,39,20,67,61,21,93,.,.,.,44,20,74,32,8,64,34,13,66,47,20,78,37,14,69,34,14,76,12,4,44,42,19,70,23,5,58,24,12,41,48,22,76,45,21,74,42,15,73,28,12,59
'050904,37,10,77,38,8,77,.,.,.,.,.,.,36,7,73,.,.,.,29,6,74,40,10,76,42,5,82,.,.,.,30,9,74,31,3,69,20,3,63,7,0,48,32,7,68,39,7,77,29,5,64,.,.,.
'050909,.,.,.,50,33,67,.,.,.,.,.,.,40,18,76,-1,-1,-1,34,14,72,33,13,75,29,15,72,.,.,.,.,.,.,46,22,77,25,6,66,34,14,68,41,18,77,44,22,79,36,13,73,38,25,81
