DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R
'182904,19,2,62,56,33,67,.,.,.,.,.,.,47,16,81,.,.,.,36,10,73,51,20,84,34,4,75,-1,-1,-1,27,0,53,42,13,77,29,4,67,26,2,52,50,19,82,48,17,81,45,15,80,36,18,86
'182905,13,3,62,21,5,53,.,.,.,.,.,.,37,14,72,-1,-1,-1,21,6,61,40,13,76,20,6,59,-1,-1,-1,13,3,62,35,14,69,11,3,56,0,0,11,52,21,84,35,13,71,40,16,74,0,0,50
'182906,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,54,22,88,.,.,.,52,18,88,73,30,94,64,36,86,.,.,.,-1,-1,-1,45,18,85,28,7,72,29,0,43,54,21,88,57,26,88,48,14,86,-1,-1,-1
'183801,.,.,.,40,0,60,-1,-1,-1,.,.,.,48,15,77,32,9,68,44,12,77,46,10,78,71,43,86,.,.,.,.,.,.,50,19,77,26,9,64,0,0,0,48,14,78,0,0,43,50,15,79,-1,-1,-1
'183901,31,6,69,56,30,93,.,.,.,-1,-1,-1,58,22,88,36,10,68,50,18,82,61,22,91,47,14,82,-1,-1,-1,31,6,69,55,21,85,40,7,79,34,14,64,62,24,90,60,22,91,51,20,77,61,35,78
'183902,28,8,61,36,6,63,76,35,82,.,.,.,46,18,74,30,10,61,36,13,67,49,20,77,40,15,71,-1,-1,-1,21,5,55,42,16,72,27,7,60,23,11,42,54,23,81,47,19,75,38,15,71,41,27,74
'183904,31,10,72,53,13,93,.,.,.,.,.,.,47,19,81,-1,-1,-1,37,15,74,48,23,81,38,12,77,.,.,.,31,10,72,47,16,81,27,8,74,18,11,43,48,20,81,48,19,81,45,18,80,40,13,53
'184801,-1,-1,-1,33,0,83,.,.,.,.,.,.,21,4,53,.,.,.,20,6,52,26,5,66,32,5,63,.,.,.,-1,-1,-1,17,3,44,15,3,49,0,0,23,19,4,51,.,.,.,21,4,53,0,0,0
'184901,32,12,74,33,0,67,.,.,.,.,.,.,42,16,76,-1,-1,-1,34,10,68,40,12,77,35,16,74,-1,-1,-1,32,12,72,44,19,75,19,4,59,30,11,46,43,16,76,45,17,78,36,14,72,35,12,71
'184902,33,13,71,47,13,74,64,24,92,-1,-1,-1,45,17,78,25,8,66,38,13,74,47,17,82,39,15,75,48,17,76,22,7,63,43,17,74,23,5,63,17,5,37,46,18,79,46,18,79,42,16,76,36,15,79
'184903,25,7,58,48,16,75,56,28,86,-1,-1,-1,45,18,75,30,10,56,33,11,65,48,20,78,33,12,67,48,22,86,14,4,47,43,17,73,24,5,59,27,6,48,50,21,79,47,19,75,42,16,75,30,11,65
'184904,23,15,50,47,24,82,-1,-1,-1,-1,-1,-1,43,14,75,-1,-1,-1,35,12,69,50,17,81,38,11,67,17,17,83,23,15,50,35,11,70,20,4,58,14,7,36,43,14,77,43,14,76,42,12,73,33,5,81
'184907,31,13,68,70,40,88,86,50,96,100,0,100,69,37,91,49,22,82,44,17,77,71,39,93,54,24,84,62,24,85,18,6,57,67,36,90,35,9,75,33,10,57,72,39,93,71,38,92,64,34,88,56,27,92
'184908,15,1,51,58,23,81,-1,-1,-1,.,.,.,52,21,81,40,0,50,41,13,74,51,21,83,41,14,75,43,14,100,9,0,41,52,20,80,15,3,53,13,1,33,53,22,82,53,21,82,49,20,80,34,11,69
'184909,44,5,77,51,22,85,38,13,63,-1,-1,-1,65,30,90,78,22,100,47,15,85,67,30,92,55,16,86,58,25,75,20,0,60,63,30,89,33,9,73,40,17,70,66,31,91,66,30,92,63,30,88,61,32,82
'184911,0,0,44,53,24,76,.,.,.,.,.,.,49,18,81,.,.,.,41,14,74,54,25,84,36,20,77,.,.,.,0,0,29,43,8,78,24,3,63,5,0,35,52,17,83,50,20,84,47,15,77,-1,-1,-1
'185901,16,4,56,40,10,50,.,.,.,.,.,.,28,7,65,.,.,.,26,6,62,30,7,66,27,7,65,.,.,.,10,3,48,26,7,64,16,3,57,17,4,41,43,13,87,28,7,65,27,8,68,0,0,50
'185902,28,7,68,-1,-1,-1,.,.,.,.,.,.,48,18,82,.,.,.,40,12,75,51,22,86,39,13,74,.,.,.,19,5,56,46,16,78,27,5,69,18,7,53,58,24,89,51,19,84,41,18,74,30,13,57
'185903,28,11,66,22,11,56,-1,-1,-1,.,.,.,41,15,76,20,7,47,37,12,74,41,15,77,38,13,75,.,.,.,16,5,53,40,14,76,20,4,62,12,6,33,63,27,90,42,15,78,32,13,68,44,24,74
'185904,6,0,27,-1,-1,-1,.,.,.,.,.,.,32,9,60,-1,-1,-1,24,6,56,33,9,65,23,6,48,-1,-1,-1,4,0,22,32,10,55,12,1,40,3,0,8,39,11,68,39,14,66,19,1,48,-1,-1,-1
'186901,30,7,68,.,.,.,.,.,.,.,.,.,42,15,77,-1,-1,-1,36,11,71,45,17,80,40,13,76,.,.,.,17,0,52,39,13,74,20,5,61,14,0,43,51,21,78,41,15,74,44,16,82,-1,-1,-1
'186902,20,6,56,50,29,57,90,48,100,.,.,.,33,12,66,29,13,65,27,9,61,34,12,68,31,10,64,60,40,100,9,3,40,32,11,63,14,3,51,34,17,46,44,18,73,34,12,67,28,10,60,30,10,60
'186903,33,8,70,.,.,.,-1,-1,-1,-1,-1,-1,49,19,81,67,17,100,39,12,77,56,20,90,44,13,78,-1,-1,-1,11,0,51,41,17,72,31,10,68,8,0,28,60,32,90,51,19,84,42,17,71,-1,-1,-1
'187901,-1,-1,-1,47,13,67,50,25,100,.,.,.,41,16,74,50,17,83,35,11,69,43,17,77,34,9,64,32,5,72,-1,-1,-1,39,16,71,18,5,57,35,22,51,44,20,76,41,16,74,41,17,74,28,10,66
'187903,30,12,60,0,0,80,.,.,.,.,.,.,31,8,66,22,0,54,32,8,66,42,8,79,35,11,65,.,.,.,25,10,57,24,8,58,27,6,62,15,3,36,29,7,69,32,9,68,29,7,62,.,.,.
'187904,26,7,61,33,13,67,-1,-1,-1,.,.,.,34,12,67,22,5,53,30,9,63,36,11,72,37,12,71,.,.,.,20,5,53,33,13,63,22,6,56,27,19,41,41,18,73,35,13,69,30,10,60,43,23,97
'187906,44,19,63,9,0,45,.,.,.,.,.,.,36,11,69,24,2,63,32,8,67,38,15,78,41,13,75,-1,-1,-1,40,20,50,34,7,63,28,6,63,36,7,64,40,13,72,39,11,67,31,10,73,33,0,67
'187907,24,7,58,29,11,64,80,49,94,.,.,.,37,14,68,22,8,49,32,11,63,39,15,72,32,11,65,29,11,86,14,4,48,35,14,64,17,4,50,18,6,32,42,16,72,38,15,68,36,13,68,32,17,73
'187910,67,17,100,44,16,77,67,47,100,.,.,.,50,19,81,52,17,61,44,16,78,52,20,84,55,23,83,52,16,72,60,10,100,47,19,78,25,6,65,18,5,48,49,19,81,51,22,83,47,16,78,51,22,88
'188901,38,14,71,47,19,77,51,25,76,53,19,83,48,20,78,32,10,66,40,15,73,50,22,81,43,16,76,47,18,77,27,9,62,45,19,75,31,8,68,25,8,49,59,29,85,49,21,79,43,16,74,38,14,73
'188902,34,10,70,35,16,75,-1,-1,-1,.,.,.,42,16,76,66,24,90,37,14,72,43,17,79,35,13,73,7,0,57,20,4,63,41,16,73,23,5,64,14,2,38,45,18,77,45,19,78,36,12,73,22,9,72
'188903,41,17,76,63,29,87,72,43,91,-1,-1,-1,43,17,77,45,24,79,41,16,76,47,20,80,36,12,75,55,15,80,34,14,72,39,13,73,25,7,63,21,12,46,42,15,74,49,21,81,35,12,71,38,0,88
'188904,37,5,74,72,30,91,90,70,100,.,.,.,62,28,88,28,11,50,45,17,79,66,30,91,52,19,84,64,9,91,37,5,74,58,26,85,30,7,70,25,7,58,64,29,89,63,28,88,60,28,88,66,28,90
'189901,36,12,70,-1,-1,-1,.,.,.,.,.,.,40,15,73,.,.,.,34,12,68,34,11,69,37,13,69,.,.,.,36,12,70,46,19,76,29,7,63,23,11,36,58,26,94,38,13,71,51,25,79,-1,-1,-1
'189902,31,10,61,.,.,.,89,77,100,.,.,.,37,13,66,.,.,.,37,12,65,39,14,67,36,12,65,.,.,.,17,4,47,36,12,65,19,4,50,14,3,35,40,10,80,40,14,70,29,10,54,35,18,53
'190903,24,9,61,43,8,82,-1,-1,-1,.,.,.,40,14,75,25,1,62,33,10,70,42,14,77,34,11,70,55,41,91,13,2,54,40,15,73,18,4,59,21,10,42,42,16,76,41,15,76,38,14,73,31,0,62
'191901,43,15,76,48,20,76,70,38,94,28,6,78,57,27,84,51,20,79,42,16,75,60,28,87,49,20,80,71,29,89,31,10,66,54,26,82,26,6,65,21,9,45,60,29,86,60,29,86,50,21,80,49,23,84
'192901,24,7,53,43,36,71,40,0,60,-1,-1,-1,34,12,67,36,9,82,31,8,62,34,12,68,31,9,64,-1,-1,-1,14,3,43,34,11,65,21,4,58,11,2,28,51,26,82,34,12,67,33,9,63,50,23,77
'193801,0,0,20,0,0,57,.,.,.,-1,-1,-1,16,5,41,.,.,.,14,3,35,14,5,49,12,3,36,.,.,.,0,0,20,17,5,36,7,2,32,7,0,25,21,7,46,15,7,42,16,3,41,0,0,0
'193902,2,0,20,40,7,67,.,.,.,.,.,.,38,13,69,.,.,.,22,5,57,38,16,70,24,9,57,.,.,.,3,0,18,37,10,68,12,2,41,22,5,42,46,17,77,43,15,73,31,11,64,33,17,67
'194902,5,0,25,40,14,69,.,.,.,.,.,.,48,19,79,13,0,75,50,18,78,52,19,83,39,14,61,62,31,92,5,0,25,44,19,74,24,5,61,25,20,49,50,20,82,51,21,81,42,12,75,59,28,91
'194903,36,14,80,51,18,84,-1,-1,-1,.,.,.,54,19,85,45,6,78,46,16,81,55,21,88,47,17,82,-1,-1,-1,30,15,75,54,18,82,33,7,73,24,10,51,56,20,86,54,18,85,55,22,84,47,13,84
'194904,29,9,74,39,17,75,.,.,.,.,.,.,32,9,66,27,6,60,29,8,65,32,8,67,37,10,74,-1,-1,-1,26,6,73,32,9,65,19,3,56,48,24,58,37,13,70,33,9,68,27,8,61,0,0,33
'194905,67,50,100,48,10,81,-1,-1,-1,.,.,.,46,18,78,35,11,66,44,16,77,52,20,84,70,37,85,.,.,.,67,50,100,41,17,73,24,7,61,26,16,47,47,19,79,45,18,78,51,19,78,58,26,90
'195901,20,6,54,40,20,40,83,49,91,.,.,.,30,10,64,53,37,79,26,8,60,35,11,68,28,9,63,30,0,80,12,4,45,25,8,60,15,2,49,7,0,32,43,17,75,30,9,64,31,11,61,20,6,43
'195902,13,3,41,.,.,.,.,.,.,.,.,.,29,8,66,.,.,.,26,7,65,31,9,73,26,8,64,.,.,.,8,4,31,27,7,60,16,2,52,16,0,38,47,8,76,31,8,68,26,8,63,-1,-1,-1
'196901,.,.,.,-1,-1,-1,.,.,.,.,.,.,50,19,80,-1,-1,-1,40,12,76,45,19,74,47,16,75,.,.,.,.,.,.,56,20,88,33,12,70,40,21,60,65,33,98,53,20,79,40,16,84,.,.,.
'196902,.,.,.,18,9,73,-1,-1,-1,.,.,.,39,13,74,32,5,82,34,10,71,48,17,81,33,11,66,.,.,.,.,.,.,29,10,67,21,4,63,26,7,44,48,17,83,37,14,73,44,12,76,-1,-1,-1
'196903,23,4,57,38,19,81,.,.,.,.,.,.,35,15,69,30,11,66,31,11,65,38,15,73,34,14,66,.,.,.,13,0,48,33,15,65,22,8,58,16,7,38,41,18,77,37,16,70,29,10,66,0,0,50
'197902,-1,-1,-1,.,.,.,.,.,.,.,.,.,48,17,77,.,.,.,43,12,77,49,13,74,46,12,82,-1,-1,-1,-1,-1,-1,46,21,80,13,0,44,38,13,63,47,18,76,49,17,80,43,17,71,33,0,83
'198901,16,0,56,29,0,53,80,40,80,.,.,.,46,19,79,22,4,64,35,11,72,49,19,84,43,10,74,.,.,.,14,0,43,43,18,76,26,7,65,9,0,35,50,23,84,49,19,82,40,18,75,100,40,100
'198902,.,.,.,-1,-1,-1,.,.,.,.,.,.,26,5,65,26,5,63,28,4,66,22,4,62,29,2,81,.,.,.,.,.,.,31,5,68,12,0,44,13,3,47,13,0,40,27,4,67,24,5,61,.,.,.
'198903,58,30,83,45,35,90,78,67,94,.,.,.,66,34,90,37,16,76,54,22,85,69,38,93,60,24,87,-1,-1,-1,28,6,69,64,32,88,32,9,75,34,12,65,71,38,93,69,37,92,59,28,86,48,17,88
'198905,11,3,43,37,16,53,.,.,.,.,.,.,18,5,48,16,5,44,18,5,48,20,5,55,19,5,51,80,0,100,7,2,33,17,5,43,7,2,36,20,9,32,22,6,61,18,5,48,19,6,50,8,3,61
'198906,51,19,86,57,30,100,60,30,80,.,.,.,68,32,94,52,18,93,62,26,92,71,33,96,62,23,92,.,.,.,39,16,74,64,31,91,41,11,84,38,13,76,82,50,98,67,32,93,71,36,97,64,36,86
'199901,43,18,77,68,39,90,80,49,94,60,35,85,65,33,88,43,17,75,45,18,77,66,35,90,53,24,82,49,30,81,28,9,66,63,32,86,35,11,72,30,11,58,70,38,92,67,35,89,59,29,85,63,31,90
'199902,35,12,70,55,23,88,72,34,89,-1,-1,-1,53,22,82,42,14,74,42,15,75,56,23,85,46,17,78,48,26,77,27,9,62,50,22,79,27,6,65,26,5,48,58,26,86,55,24,84,49,19,79,53,27,83
'200901,22,0,72,33,7,63,78,56,100,.,.,.,39,13,72,0,0,67,33,9,66,42,15,74,33,9,66,.,.,.,23,0,77,35,10,70,21,3,58,23,10,45,45,16,78,39,13,72,36,12,72,6,0,61
'200902,33,13,68,-1,-1,-1,.,.,.,.,.,.,59,26,88,-1,-1,-1,44,17,79,60,29,89,46,16,82,.,.,.,10,3,45,58,24,87,35,8,74,18,5,47,68,33,92,64,29,91,45,17,77,46,15,92
'200904,9,4,43,32,12,76,100,83,100,.,.,.,31,13,65,18,9,45,25,9,61,33,15,71,26,10,61,.,.,.,7,2,32,29,11,60,17,4,53,16,9,29,42,18,74,30,13,63,36,9,74,30,9,65
'200906,29,14,57,.,.,.,80,40,100,.,.,.,46,20,83,50,33,83,39,14,78,39,14,79,43,18,80,.,.,.,29,14,57,55,28,87,19,6,70,43,14,64,47,20,83,38,16,76,49,22,85,-1,-1,-1
'201902,34,12,75,39,12,75,63,46,97,-1,-1,-1,50,21,80,34,13,68,40,15,75,52,21,83,42,15,78,62,24,90,24,6,66,47,21,77,30,8,69,34,13,56,60,28,86,51,22,81,44,19,76,42,18,83
'201903,29,10,74,58,17,83,.,.,.,.,.,.,44,20,79,33,12,73,41,18,79,44,19,83,49,24,83,.,.,.,11,0,67,44,20,74,26,7,69,25,20,45,62,33,86,39,18,74,57,25,90,-1,-1,-1
'201904,30,12,59,33,19,57,.,.,.,.,.,.,45,19,73,31,10,59,40,17,70,40,18,69,40,18,69,.,.,.,19,2,52,48,20,76,19,3,53,20,7,40,53,22,81,50,22,78,31,11,58,-1,-1,-1
'201907,20,8,60,9,0,45,-1,-1,-1,.,.,.,36,14,70,21,7,57,32,11,65,39,16,73,26,9,69,-1,-1,-1,13,3,52,33,13,66,24,7,61,9,1,30,41,16,73,40,17,73,28,8,62,38,31,69
'201908,-1,-1,-1,39,16,74,-1,-1,-1,.,.,.,36,14,73,16,5,54,33,12,70,40,16,79,42,13,75,-1,-1,-1,-1,-1,-1,33,13,67,13,3,53,14,9,30,38,16,75,39,16,74,31,11,71,39,9,67
'201910,54,24,87,50,27,85,-1,-1,-1,.,.,.,56,24,86,42,14,79,49,18,83,57,23,87,57,24,88,50,29,71,41,13,81,55,25,84,33,10,74,24,4,40,62,28,87,57,24,87,53,23,81,41,13,65
'201913,21,8,60,36,0,71,.,.,.,.,.,.,34,11,70,29,11,50,31,9,67,38,12,74,30,10,67,17,0,67,20,8,59,31,10,66,19,5,56,17,8,29,40,14,75,34,12,72,34,9,65,17,8,58
'201914,31,9,71,43,12,80,-1,-1,-1,.,.,.,42,16,76,23,6,58,38,13,73,44,16,77,42,15,76,54,15,69,15,1,56,41,17,76,22,5,63,24,6,48,47,20,81,42,16,77,43,17,76,30,14,79
'202903,24,6,61,30,4,73,88,38,100,.,.,.,38,12,72,25,7,54,32,9,67,40,13,76,34,12,71,29,14,100,4,0,46,36,12,69,16,2,55,21,8,38,41,14,75,39,13,74,33,10,68,32,14,74
'202905,0,0,50,48,20,100,.,.,.,.,.,.,41,15,76,29,13,60,38,14,74,42,13,77,35,10,73,100,50,100,-1,-1,-1,40,17,74,23,4,64,21,11,40,42,15,77,44,17,76,33,9,75,16,8,76
'203901,19,5,56,15,10,55,-1,-1,-1,.,.,.,25,7,60,19,4,53,22,6,57,29,9,67,30,8,69,.,.,.,14,2,49,21,6,53,14,3,50,13,4,26,33,14,68,24,7,59,26,9,62,10,0,77
'203902,34,6,66,35,5,95,.,.,.,.,.,.,41,17,74,44,33,61,41,16,73,46,18,77,36,4,66,-1,-1,-1,31,0,58,37,16,71,25,9,58,34,28,47,42,19,74,40,16,74,44,18,74,0,0,29
'204901,22,4,69,32,12,62,0,0,63,.,.,.,28,9,60,18,5,53,23,7,56,31,9,66,28,10,61,-1,-1,-1,7,0,59,25,9,55,9,2,40,11,6,19,31,10,61,29,9,61,27,9,58,22,5,44
'204904,14,3,49,30,9,64,13,0,25,.,.,.,26,7,59,16,3,54,21,5,53,29,8,64,23,5,57,9,0,45,11,2,44,24,6,55,13,3,46,4,1,19,29,8,61,26,7,60,25,7,57,33,10,62
'205901,32,11,71,36,9,65,17,0,83,-1,-1,-1,37,12,70,28,11,58,37,12,70,36,11,73,34,12,70,17,0,33,21,7,63,38,14,68,21,6,58,23,11,37,44,15,71,37,13,71,37,11,69,39,15,63
'205902,33,12,65,66,34,92,80,52,97,40,20,50,53,24,82,32,11,73,44,18,75,55,24,83,46,19,76,43,22,74,22,8,56,52,24,81,25,6,64,28,8,50,63,31,89,54,26,82,50,21,80,41,18,77
'205903,38,17,72,59,23,82,49,23,72,-1,-1,-1,47,19,78,48,12,74,43,17,76,49,19,81,42,17,76,55,23,82,22,8,56,45,20,76,34,12,69,24,10,42,52,23,81,48,20,80,43,17,74,27,6,68
'205904,51,25,81,0,0,60,-1,-1,-1,.,.,.,37,13,74,28,4,80,35,13,72,38,13,75,37,13,74,0,0,67,36,14,70,37,14,73,21,6,63,28,13,51,40,14,74,36,13,74,41,16,73,37,12,78
'205905,39,15,73,50,38,88,.,.,.,.,.,.,42,15,73,31,8,69,40,14,71,42,14,74,42,14,72,.,.,.,14,2,57,43,16,72,24,4,59,28,3,43,49,24,81,45,16,75,34,12,67,47,18,88
'205906,39,16,65,50,35,85,68,32,79,.,.,.,41,17,73,51,21,90,37,14,70,42,17,75,38,15,70,71,43,100,26,15,53,41,16,72,26,8,62,26,15,43,56,27,87,42,17,74,40,16,70,40,28,78
'205907,28,19,51,70,50,70,.,.,.,.,.,.,25,8,55,-1,-1,-1,25,7,53,28,8,60,25,7,54,-1,-1,-1,22,13,48,23,7,49,16,3,44,23,9,36,23,7,62,25,7,55,25,10,53,3,0,48
'206901,34,11,73,100,80,100,60,20,90,.,.,.,48,22,81,38,25,75,41,15,77,52,26,82,40,15,76,.,.,.,23,7,62,45,18,80,22,6,65,22,7,59,58,30,87,49,23,82,45,19,75,52,9,87
'206902,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,35,9,71,.,.,.,35,10,70,49,13,80,34,5,59,-1,-1,-1,-1,-1,-1,24,7,64,13,3,53,14,8,44,35,10,73,31,6,67,39,13,75,-1,-1,-1
'206903,80,20,100,67,33,83,.,.,.,.,.,.,58,28,84,83,50,100,55,23,89,59,26,86,36,15,81,.,.,.,.,.,.,57,30,83,38,16,60,14,5,38,65,32,85,55,27,82,60,29,86,100,80,100
'207901,25,9,58,53,18,65,-1,-1,-1,.,.,.,46,18,78,.,.,.,37,11,72,42,15,76,38,13,74,.,.,.,22,9,52,50,20,80,21,6,60,23,8,48,70,33,92,45,18,79,51,15,72,29,6,71
'208901,16,16,47,27,9,91,.,.,.,.,.,.,31,10,64,-1,-1,-1,25,10,57,38,11,74,23,9,58,.,.,.,16,16,47,24,9,57,15,3,49,25,19,38,35,10,67,31,10,63,30,11,66,.,.,.
'208902,25,8,53,46,28,78,61,36,85,.,.,.,33,12,62,21,8,47,26,8,56,35,13,67,28,9,59,-1,-1,-1,16,6,42,31,12,58,21,5,52,18,5,32,43,19,70,34,12,64,28,11,56,25,6,61
'208903,33,0,75,.,.,.,.,.,.,.,.,.,64,27,90,-1,-1,-1,51,17,88,66,24,91,54,20,89,.,.,.,33,0,75,62,29,89,46,10,82,21,3,59,68,29,90,69,29,93,53,23,84,57,14,100
'209901,50,30,80,64,20,92,-1,-1,-1,-1,-1,-1,50,18,82,29,8,71,39,12,75,52,19,83,34,11,71,100,0,100,20,20,60,48,18,81,27,5,63,30,13,56,52,20,83,51,18,82,43,17,79,57,14,93
'209902,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,27,5,57,.,.,.,26,5,55,25,6,56,27,0,91,-1,-1,-1,.,.,.,29,4,57,17,3,45,3,0,22,27,5,54,34,8,65,20,2,49,.,.,.
'210901,30,8,69,38,12,78,45,20,77,-1,-1,-1,37,12,73,26,7,62,33,9,70,39,13,76,35,10,72,.,.,.,20,5,61,36,11,70,21,4,62,21,6,44,47,18,80,38,12,75,31,11,63,41,15,78
'210902,29,15,74,68,39,93,.,.,.,.,.,.,45,16,81,49,20,80,40,15,76,46,15,83,37,16,77,33,0,100,18,8,68,44,18,79,17,3,63,11,3,43,46,16,81,48,17,82,36,12,77,35,6,88
'210903,18,2,70,67,23,90,-1,-1,-1,.,.,.,50,20,82,31,8,66,42,14,76,55,23,85,43,14,80,-1,-1,-1,17,2,68,45,17,78,24,5,63,17,6,40,57,25,87,52,21,83,42,16,76,32,8,68
'210904,26,8,60,30,11,74,.,.,.,.,.,.,30,10,65,14,2,50,27,8,63,31,11,70,34,12,69,.,.,.,17,4,52,28,8,61,23,6,60,10,2,31,38,13,72,32,9,68,24,10,59,16,5,53
'210905,45,11,73,54,25,93,.,.,.,.,.,.,43,13,76,26,6,61,36,9,72,47,14,80,37,11,69,.,.,.,38,7,69,39,12,73,21,3,60,14,2,42,50,16,84,43,13,77,42,13,76,42,8,83
'210906,0,0,33,-1,-1,-1,.,.,.,.,.,.,35,9,72,-1,-1,-1,34,11,69,31,6,71,30,10,60,.,.,.,0,0,33,38,12,73,18,2,58,13,0,36,36,10,71,40,11,76,28,6,66,-1,-1,-1
'211901,43,21,79,.,.,.,.,.,.,.,.,.,36,16,76,.,.,.,31,14,73,35,15,77,37,18,74,-1,-1,-1,43,21,79,37,18,76,33,14,74,33,11,56,35,13,80,35,16,77,44,17,72,-1,-1,-1
'211902,11,3,53,39,4,74,-1,-1,-1,.,.,.,40,14,79,60,60,80,34,9,73,41,13,81,34,10,75,.,.,.,11,3,53,40,15,77,18,3,65,26,5,52,53,22,88,42,14,81,33,13,69,42,33,67
'212801,33,8,64,39,14,77,62,24,88,-1,-1,-1,45,15,76,30,7,62,38,11,69,44,15,76,38,12,71,57,57,86,28,8,60,45,15,75,30,8,63,26,5,38,51,19,80,48,16,79,43,15,74,37,9,75
'212804,45,15,72,55,21,86,74,37,97,-1,-1,-1,61,29,87,53,20,84,55,20,83,60,29,86,46,15,74,50,10,80,21,0,50,61,28,88,32,8,72,36,13,66,64,32,90,68,30,91,57,28,86,43,13,74
'212901,10,2,56,43,18,75,57,43,86,.,.,.,45,17,76,27,5,61,35,11,70,46,18,81,37,12,77,13,0,100,6,0,54,43,17,72,18,3,57,20,8,41,51,21,79,48,20,78,39,13,72,48,24,70
'212902,48,14,77,56,27,86,70,25,75,.,.,.,61,29,87,33,12,71,43,16,78,64,31,90,54,23,85,44,15,79,45,13,76,58,27,85,32,9,72,24,8,52,63,30,88,61,29,87,59,28,86,58,27,85
'212903,47,19,75,63,34,89,86,58,100,20,20,60,64,34,87,44,17,79,52,24,80,65,36,89,53,23,81,60,32,76,29,7,63,64,33,86,37,11,71,23,7,49,68,38,89,66,36,88,61,31,86,65,31,90
'212904,36,8,77,45,28,88,79,29,93,-1,-1,-1,55,25,84,29,8,66,44,17,78,56,26,86,50,16,83,-1,-1,-1,31,9,74,55,24,82,38,11,74,27,7,49,61,29,87,58,27,87,47,17,74,56,24,80
'212905,33,13,66,44,20,73,71,44,87,-1,-1,-1,40,17,70,27,8,59,33,12,65,44,18,74,37,14,69,42,12,71,25,9,59,37,16,66,25,7,59,20,5,37,64,34,87,41,17,70,38,16,68,23,8,48
'212906,44,21,82,58,29,82,75,52,93,-1,-1,-1,61,31,87,40,17,75,47,20,79,65,34,89,54,25,86,66,32,92,34,15,73,57,29,85,34,11,72,37,16,64,66,35,89,64,33,90,54,28,80,57,31,87
'212909,32,11,66,46,21,74,43,23,83,.,.,.,39,15,70,27,7,62,35,12,67,43,15,74,38,13,70,40,0,60,25,10,60,36,14,67,28,9,62,14,4,31,48,20,75,40,15,71,36,14,68,20,3,63
'212910,22,4,56,35,4,61,40,20,80,-1,-1,-1,31,9,66,21,3,55,29,7,62,33,10,68,30,9,65,-1,-1,-1,18,4,53,30,9,63,18,3,53,14,4,32,38,13,72,36,11,71,24,6,57,30,16,64
'213801,-1,-1,-1,.,.,.,.,.,.,.,.,.,29,10,61,.,.,.,31,7,64,33,9,70,29,0,50,-1,-1,-1,.,.,.,24,10,50,17,2,54,0,0,19,29,11,62,.,.,.,29,10,61,-1,-1,-1
'213901,35,13,69,51,12,86,80,64,93,-1,-1,-1,56,25,85,63,38,81,45,18,79,58,26,89,46,17,79,60,30,85,25,8,63,54,24,82,28,7,70,32,9,50,60,28,88,56,24,85,57,29,86,32,14,76
'214901,36,13,68,-1,-1,-1,96,88,96,.,.,.,39,14,70,-1,-1,-1,38,13,69,42,16,75,39,14,70,.,.,.,30,11,64,36,13,65,31,10,64,16,4,32,58,21,75,40,15,71,34,14,63,28,12,61
'214902,38,18,72,.,.,.,.,.,.,.,.,.,46,16,79,.,.,.,45,15,77,48,18,85,47,16,79,.,.,.,34,14,69,44,14,73,30,6,68,17,3,39,0,0,33,46,16,79,46,16,78,20,0,30
'214903,49,21,76,-1,-1,-1,.,.,.,.,.,.,52,23,78,-1,-1,-1,49,21,76,55,25,82,52,23,78,.,.,.,42,18,71,48,22,73,42,17,71,20,5,40,46,8,77,52,24,78,46,21,71,62,38,90
'215901,32,10,70,40,5,63,-1,-1,-1,-1,-1,-1,38,13,70,42,16,61,32,11,66,40,14,74,34,10,72,46,17,73,20,4,60,35,12,66,17,4,52,14,5,26,40,14,70,38,13,71,35,13,67,31,11,62
'216901,29,5,62,59,18,76,.,.,.,.,.,.,55,20,86,.,.,.,42,10,76,58,19,90,43,12,77,.,.,.,32,5,63,53,21,82,35,7,74,37,16,63,64,26,93,56,20,87,52,21,81,20,0,60
'217901,64,29,93,0,0,40,67,33,100,.,.,.,50,21,76,18,0,55,35,11,64,54,23,80,40,15,73,.,.,.,56,22,89,45,19,73,31,9,60,15,13,36,57,25,79,53,22,79,37,16,68,50,42,100
