DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R
'032902,47,18,83,62,27,89,92,62,92,.,.,.,57,24,87,47,15,81,54,21,86,59,25,89,55,22,87,100,18,100,40,13,80,56,24,86,39,12,78,39,13,66,63,29,90,58,25,88,54,22,84,57,19,92
'033901,40,20,100,.,.,.,.,.,.,.,.,.,65,32,88,-1,-1,-1,39,12,78,65,35,94,59,25,84,.,.,.,40,20,100,64,30,84,30,8,72,40,16,69,66,34,89,66,31,91,59,39,77,-1,-1,-1
'033902,86,29,86,100,44,100,-1,-1,-1,.,.,.,66,32,89,82,45,100,44,15,83,70,35,90,52,26,87,40,20,80,86,29,86,62,29,89,37,11,75,40,9,69,67,33,90,71,36,92,53,23,83,38,25,75
'033904,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,47,15,81,-1,-1,-1,42,13,79,49,15,85,43,18,72,-1,-1,-1,-1,-1,-1,46,15,78,21,6,66,8,3,39,48,14,83,48,14,81,46,16,82,75,13,88
'034901,34,12,76,43,20,80,74,53,89,-1,-1,-1,45,18,77,29,7,65,36,13,72,50,21,82,45,17,80,30,10,80,26,5,68,39,16,71,21,4,60,25,7,45,54,25,83,47,19,78,38,15,70,42,26,68
'034902,42,25,67,22,7,67,-1,-1,-1,.,.,.,35,12,66,28,6,53,33,10,62,36,12,67,43,14,71,-1,-1,-1,42,25,67,35,12,65,21,4,53,17,0,33,39,14,69,34,13,69,37,10,58,0,0,0
'034903,27,2,65,51,12,84,-1,-1,-1,-1,-1,-1,46,16,80,22,7,61,38,12,75,46,17,80,36,8,73,0,0,0,15,1,53,46,16,80,28,6,69,23,11,43,51,19,84,48,17,81,41,13,78,28,3,64
'034905,22,14,58,37,14,75,-1,-1,-1,.,.,.,45,16,76,26,6,57,39,13,71,49,20,79,41,19,73,-1,-1,-1,15,9,55,42,12,73,19,5,55,24,7,39,51,18,81,46,15,76,42,18,75,50,17,100
'034906,.,.,.,88,50,100,.,.,.,.,.,.,49,18,80,10,0,70,45,18,77,53,22,84,50,0,67,-1,-1,-1,.,.,.,46,15,78,31,6,67,22,12,43,48,18,80,50,18,82,44,17,77,55,30,85
'034907,63,50,88,40,5,50,88,63,100,.,.,.,48,19,77,25,9,59,37,14,69,53,21,80,43,17,72,57,29,86,-1,-1,-1,43,18,74,17,3,54,15,7,35,52,21,80,50,21,78,39,14,72,24,12,61
'034909,60,10,90,.,.,.,33,0,67,.,.,.,28,7,63,22,22,67,23,6,60,28,6,68,53,11,79,50,0,83,100,20,100,29,9,57,13,3,50,23,17,40,27,7,62,29,8,65,27,5,57,8,0,50
'035901,24,6,60,.,.,.,100,80,100,.,.,.,29,8,66,16,4,47,26,6,64,32,10,68,27,6,65,-1,-1,-1,16,3,51,27,7,64,16,2,51,17,5,33,50,25,78,30,8,67,29,11,62,8,2,53
'035902,39,18,79,-1,-1,-1,.,.,.,.,.,.,38,15,68,50,30,80,34,14,64,33,14,71,34,13,66,.,.,.,28,9,75,42,16,64,18,6,55,14,10,43,74,35,78,40,15,73,30,17,51,.,.,.
'035903,20,0,60,.,.,.,.,.,.,.,.,.,77,44,94,-1,-1,-1,62,22,91,73,43,94,52,20,85,75,25,100,-1,-1,-1,80,44,94,26,5,74,15,0,62,81,48,96,77,45,95,74,35,93,67,17,92
'036901,39,13,72,55,16,84,60,38,73,.,.,.,49,18,81,28,6,67,42,14,76,52,18,85,48,15,80,63,50,100,17,2,52,46,18,77,33,9,70,28,8,44,53,21,85,52,20,84,39,13,72,34,11,72
'036902,52,28,85,76,45,94,88,63,97,-1,-1,-1,72,40,93,59,28,89,61,30,88,74,43,95,66,35,92,61,26,100,36,17,77,69,38,91,46,19,82,35,15,70,73,42,93,74,42,94,64,35,91,60,35,84
'036903,36,13,72,41,16,77,57,24,76,.,.,.,48,19,79,32,11,66,46,17,77,51,19,82,44,16,75,.,.,.,19,6,61,46,20,76,39,14,73,30,8,54,54,24,84,50,20,80,42,17,73,53,19,84
'037901,30,10,67,50,17,89,43,29,86,.,.,.,39,15,73,23,8,58,31,11,69,39,17,77,33,10,70,.,.,.,23,7,61,39,14,70,21,5,60,16,6,37,53,25,83,41,16,73,35,15,74,38,13,67
'037904,35,12,74,36,13,74,71,32,85,25,0,75,39,13,74,23,6,59,34,10,71,41,14,78,38,12,75,57,0,71,28,10,68,37,13,70,25,7,64,24,6,45,51,20,81,39,14,75,36,13,69,33,12,72
'037907,36,11,75,39,9,74,-1,-1,-1,.,.,.,48,19,78,32,11,67,40,14,73,54,22,83,42,14,77,-1,-1,-1,25,5,62,42,16,74,26,5,63,18,8,44,53,23,81,49,20,80,42,16,74,39,16,76
'037908,30,6,67,-1,-1,-1,86,57,100,.,.,.,35,9,71,12,0,31,36,9,72,38,10,74,36,9,72,-1,-1,-1,21,4,55,33,9,68,22,4,59,29,6,38,32,12,73,37,9,73,23,10,51,0,0,63
'037909,22,4,78,19,5,67,.,.,.,.,.,.,35,13,72,9,0,43,25,8,65,37,13,81,26,2,64,.,.,.,14,5,76,33,14,65,20,4,61,23,13,43,38,16,75,37,14,77,32,12,65,29,10,57
'038901,50,19,85,59,24,89,81,41,96,-1,-1,-1,52,23,83,26,1,64,40,12,77,58,25,86,43,15,79,33,0,89,48,15,82,47,20,81,21,5,63,16,4,49,60,29,86,54,24,84,43,15,78,42,8,83
'039902,-1,-1,-1,53,29,76,100,88,100,.,.,.,54,25,82,.,.,.,39,16,72,55,26,85,38,11,70,28,12,56,.,.,.,53,25,80,23,6,62,19,8,44,56,26,84,56,27,83,48,20,81,48,30,88
'039903,0,0,25,28,7,62,.,.,.,.,.,.,40,12,73,-1,-1,-1,31,9,65,47,12,79,38,9,73,31,8,62,0,0,25,35,12,68,13,4,49,20,8,40,41,13,74,40,11,75,40,14,69,17,0,75
'039904,.,.,.,25,0,75,.,.,.,.,.,.,43,18,79,20,0,80,34,14,78,42,16,79,17,0,67,.,.,.,.,.,.,43,19,79,13,4,56,15,8,54,45,19,79,37,12,79,51,26,78,-1,-1,-1
'039905,.,.,.,.,.,.,.,.,.,.,.,.,41,19,72,.,.,.,36,10,68,43,20,71,40,7,87,.,.,.,.,.,.,40,17,73,8,1,36,12,3,48,41,19,71,46,24,79,35,13,65,60,40,60
'040901,21,4,44,-1,-1,-1,.,.,.,.,.,.,20,6,52,18,18,45,19,5,50,19,6,55,19,5,50,.,.,.,14,2,35,22,6,50,12,2,41,2,0,20,32,8,75,23,6,55,13,3,41,0,0,43
'040902,14,0,73,.,.,.,.,.,.,.,.,.,45,17,79,.,.,.,37,11,74,48,20,82,35,11,74,.,.,.,10,0,70,41,15,76,20,4,67,19,6,46,58,27,86,46,18,80,40,17,74,0,0,25
'041901,20,0,80,.,.,.,.,.,.,.,.,.,52,21,82,.,.,.,37,13,73,56,21,89,38,14,77,.,.,.,20,0,80,47,22,73,29,5,67,14,6,39,58,25,84,55,25,85,44,12,74,50,13,100
'041902,0,0,29,57,29,57,.,.,.,.,.,.,47,21,76,0,0,36,38,15,69,48,24,77,39,17,68,50,17,83,0,0,29,46,18,76,26,8,60,19,5,56,53,25,83,51,26,78,39,11,72,-1,-1,-1
'042901,21,0,47,6,0,42,80,40,100,.,.,.,39,15,69,32,5,59,30,11,59,41,17,73,36,15,64,0,0,90,21,0,47,36,14,65,20,3,50,23,8,48,42,17,72,38,15,68,40,18,73,24,10,69
'042903,.,.,.,53,11,95,.,.,.,.,.,.,36,10,73,29,0,71,31,7,70,43,12,80,29,8,67,29,0,86,.,.,.,29,8,66,20,4,54,2,0,16,38,12,73,38,12,73,31,6,71,-1,-1,-1
'042905,-1,-1,-1,30,20,100,-1,-1,-1,.,.,.,41,13,84,-1,-1,-1,38,11,81,46,12,89,37,6,78,.,.,.,-1,-1,-1,36,13,80,25,4,76,29,14,68,42,14,86,42,12,83,39,13,85,-1,-1,-1
'043801,70,39,94,70,39,94,85,57,98,100,60,100,75,43,96,60,27,92,66,31,92,76,43,96,69,31,95,71,41,100,66,36,94,75,43,96,60,33,93,38,17,81,76,42,96,75,44,96,76,43,96,73,36,99
'043802,-1,-1,-1,.,.,.,83,50,100,.,.,.,64,36,86,33,0,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,73,45,91,60,40,80,-1,-1,-1,.,.,.,.,.,.,64,36,86,.,.,.
'043901,61,33,86,76,50,93,90,70,97,77,45,93,76,48,93,57,27,83,53,25,81,79,50,94,66,34,88,78,50,91,41,18,75,74,46,91,40,14,75,37,14,65,79,49,94,80,52,94,65,36,87,75,43,94
'043902,28,9,69,46,18,77,85,39,97,-1,-1,-1,45,16,77,30,7,68,36,11,71,49,17,81,38,13,75,50,27,68,18,4,60,41,16,74,20,4,59,19,3,39,52,20,81,47,17,79,42,15,76,38,14,76
'043903,37,13,74,78,38,97,77,52,90,0,0,86,66,32,90,52,16,83,45,14,80,70,33,92,50,18,81,69,40,97,25,6,65,63,30,89,36,9,75,32,14,59,72,37,93,67,31,91,66,32,89,72,39,98
'043904,43,15,80,52,31,82,82,32,100,.,.,.,57,24,86,40,13,80,47,17,81,58,25,88,49,20,81,36,9,64,27,8,70,55,23,84,28,8,69,20,6,51,62,27,90,60,26,87,48,19,83,56,26,84
'043905,59,32,84,72,42,91,89,66,97,63,28,87,75,47,92,55,25,82,49,22,76,77,49,93,63,33,86,70,44,90,38,16,72,73,45,91,37,12,72,37,14,64,77,46,94,77,48,93,71,43,89,71,40,93
'043907,36,15,70,65,36,90,78,51,93,56,35,84,62,33,85,42,17,74,39,15,71,65,34,88,47,20,77,59,26,88,22,7,57,60,31,83,32,10,67,30,11,53,74,43,93,65,35,87,55,27,82,65,36,88
'043908,50,24,79,70,41,90,77,48,95,-1,-1,-1,70,38,91,64,30,86,58,26,82,73,41,92,60,28,84,75,45,91,24,5,61,68,36,89,32,11,68,31,11,64,74,42,93,73,40,92,67,36,88,54,29,85
'043910,44,22,74,69,40,89,86,63,96,45,11,79,65,37,86,43,17,73,41,16,71,67,39,88,45,19,74,54,27,81,25,9,58,63,36,84,26,8,60,29,10,52,73,41,92,68,40,88,55,29,80,65,35,88
'043911,39,14,76,54,24,82,74,57,93,33,0,100,56,26,83,50,23,76,48,19,78,60,29,86,48,21,80,68,34,88,19,5,62,52,24,80,31,10,68,29,11,55,66,34,88,57,27,84,53,25,80,48,16,81
'043912,55,28,84,69,41,91,81,54,96,-1,-1,-1,71,40,92,56,26,86,48,21,80,73,41,93,62,30,88,65,28,91,40,16,74,70,39,91,35,11,73,31,13,60,74,43,93,73,42,93,69,39,91,68,39,92
'043914,53,24,83,70,42,90,80,50,94,77,40,87,71,40,91,65,33,89,56,26,84,73,42,92,61,30,86,71,35,94,36,12,73,68,37,89,38,12,74,34,12,63,75,44,93,73,42,92,64,33,88,76,48,94
'043917,31,13,65,48,33,81,.,.,.,.,.,.,53,23,83,-1,-1,-1,47,18,80,56,24,86,41,16,76,-1,-1,-1,10,3,49,49,21,79,30,8,68,28,14,50,57,25,85,55,23,83,48,22,81,35,15,65
'043918,35,12,69,34,11,69,79,44,91,.,.,.,47,18,77,43,16,71,39,14,71,49,19,81,41,15,72,70,30,100,31,10,65,45,18,73,29,8,62,20,6,44,51,20,80,47,18,77,48,18,77,49,15,80
'043919,58,36,89,87,59,97,91,72,99,.,.,.,83,57,96,73,47,94,66,38,90,85,60,97,76,52,94,71,39,91,48,30,82,81,54,96,44,19,77,48,24,76,84,57,96,84,58,97,80,54,95,86,60,99
'044902,22,5,74,50,6,94,.,.,.,.,.,.,49,21,82,25,0,71,38,13,78,51,22,81,40,15,78,.,.,.,15,1,72,47,19,83,17,2,64,22,13,47,60,28,86,48,20,81,58,23,87,30,20,75
'045902,23,7,59,23,15,64,64,28,88,.,.,.,42,16,75,26,7,58,34,12,69,43,17,78,36,13,72,-1,-1,-1,13,3,46,42,16,73,22,5,61,16,4,41,55,22,84,43,16,76,41,16,73,44,16,72
'045903,24,7,66,59,12,76,60,27,93,.,.,.,37,13,73,20,6,63,31,9,68,40,14,73,34,10,71,.,.,.,14,3,51,35,12,72,19,3,58,17,5,38,53,24,81,37,13,73,36,15,70,55,16,88
'045905,39,13,79,71,32,89,.,.,.,.,.,.,51,20,82,38,10,70,40,13,78,54,22,84,44,16,81,.,.,.,36,13,78,47,17,80,28,8,67,26,14,54,60,25,87,52,21,84,48,17,78,28,6,89
'046802,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,4,0,31,-1,-1,-1,4,0,28,0,0,13,0,0,23,.,.,.,-1,-1,-1,10,0,60,4,0,25,0,0,20,11,0,56,.,.,.,4,0,31,.,.,.
'046901,39,15,76,62,35,88,77,42,92,.,.,.,57,27,85,46,15,79,39,14,75,59,28,87,45,18,78,73,45,98,27,8,70,55,25,84,32,10,72,26,8,53,70,35,92,59,28,86,53,24,83,44,15,82
'046902,33,12,67,68,35,89,75,46,93,53,27,82,62,32,86,56,25,84,43,17,74,65,34,88,52,24,80,58,23,84,20,5,56,60,31,84,32,9,68,30,11,56,70,38,90,64,34,87,59,29,84,58,29,84
'047901,24,9,68,43,18,78,80,40,100,.,.,.,43,16,77,.,.,.,36,12,72,44,17,79,36,13,73,40,0,73,18,7,63,42,16,76,22,6,63,21,10,41,49,20,82,43,17,78,42,14,76,22,9,64
'047902,41,19,79,50,28,72,89,33,89,.,.,.,51,21,86,75,25,100,42,15,81,53,21,88,41,13,79,-1,-1,-1,33,14,77,50,21,83,28,7,74,30,16,60,56,24,89,53,22,86,47,17,84,52,36,72
'047903,26,7,63,-1,-1,-1,.,.,.,.,.,.,40,12,71,.,.,.,39,11,69,40,12,74,38,12,71,.,.,.,21,5,59,40,12,68,20,5,58,13,7,37,42,14,68,41,11,72,34,17,63,17,0,50
'047905,.,.,.,.,.,.,.,.,.,.,.,.,41,19,70,.,.,.,42,16,67,53,20,82,42,22,73,-1,-1,-1,.,.,.,33,18,61,27,7,63,10,10,37,41,18,69,43,19,73,35,16,59,50,25,50
'048901,25,13,38,.,.,.,-1,-1,-1,.,.,.,33,13,67,.,.,.,25,6,60,32,13,68,25,8,62,.,.,.,8,0,23,33,13,66,14,2,52,16,5,42,48,25,78,33,14,72,31,10,55,11,0,67
'048903,25,0,54,100,71,100,67,0,67,.,.,.,35,12,63,.,.,.,28,7,55,42,18,69,31,8,60,.,.,.,0,0,36,27,6,56,22,3,52,10,6,16,35,15,64,35,16,58,35,8,69,-1,-1,-1
'049901,23,7,55,39,17,67,63,38,96,.,.,.,35,13,67,22,9,55,32,10,65,36,13,70,31,10,65,47,26,89,17,5,46,34,12,64,19,4,52,20,7,29,43,19,74,35,12,67,35,13,66,33,16,64
'049902,14,0,71,88,44,94,90,60,90,.,.,.,75,37,94,67,33,100,63,26,90,78,39,96,63,32,89,-1,-1,-1,.,.,.,73,35,93,45,14,79,39,13,69,75,36,95,77,38,95,66,32,92,80,44,100
'049903,29,9,59,29,7,64,-1,-1,-1,-1,-1,-1,39,14,72,-1,-1,-1,31,11,64,41,15,74,31,10,63,60,30,60,14,2,47,37,14,70,21,3,57,13,4,38,42,16,76,39,14,74,37,15,67,35,4,62
'049905,57,11,80,58,25,88,-1,-1,-1,.,.,.,61,26,88,44,11,78,51,20,83,63,27,89,56,23,82,67,52,100,29,0,61,58,26,87,31,7,70,17,2,50,62,26,89,59,26,88,64,27,88,53,30,80
'049906,57,29,86,50,19,75,91,36,100,.,.,.,53,20,85,-1,-1,-1,42,17,81,53,20,87,41,16,75,57,14,100,-1,-1,-1,53,20,83,22,3,67,18,4,46,54,21,86,56,21,87,45,17,80,53,35,82
'049907,-1,-1,-1,-1,-1,-1,88,63,100,.,.,.,72,34,93,-1,-1,-1,48,21,82,75,40,95,44,6,75,75,42,83,-1,-1,-1,68,28,92,33,8,75,20,2,63,72,34,93,71,34,93,77,32,92,63,25,88
'049908,.,.,.,-1,-1,-1,.,.,.,.,.,.,40,12,79,.,.,.,35,12,78,49,14,84,35,7,76,.,.,.,.,.,.,26,7,70,25,9,62,-1,-1,-1,41,14,80,44,9,85,36,14,73,-1,-1,-1
'049909,.,.,.,.,.,.,.,.,.,.,.,.,38,14,72,-1,-1,-1,31,11,70,45,18,78,44,22,89,11,0,44,.,.,.,31,10,67,6,0,56,18,9,59,42,16,72,55,20,86,25,9,60,.,.,.
'050901,12,8,42,.,.,.,.,.,.,.,.,.,35,11,65,.,.,.,28,9,57,39,15,74,33,13,63,.,.,.,5,5,36,30,6,54,16,2,46,5,2,21,36,10,66,40,13,74,28,8,55,70,50,100
'050902,24,7,53,37,15,63,54,22,89,-1,-1,-1,42,16,72,26,10,65,30,10,64,43,16,76,33,11,65,39,13,52,11,4,34,41,16,69,20,4,54,22,8,37,45,18,75,43,17,72,36,14,72,28,5,57
'050904,13,4,61,60,13,73,.,.,.,.,.,.,33,8,70,.,.,.,30,7,64,32,10,64,28,10,71,.,.,.,9,0,45,35,7,75,15,1,57,3,0,39,33,7,69,34,8,67,31,9,78,-1,-1,-1
'050909,.,.,.,-1,-1,-1,.,.,.,.,.,.,42,14,75,-1,-1,-1,38,11,77,40,12,74,30,8,73,-1,-1,-1,.,.,.,44,15,77,26,1,63,51,11,74,43,14,76,39,10,77,45,17,74,25,0,83
'050910,30,10,65,46,18,76,66,38,91,38,15,76,46,19,76,36,12,70,39,14,71,48,19,79,46,17,77,43,17,77,20,5,58,44,18,73,23,6,60,20,6,39,50,22,77,48,20,78,42,17,73,44,17,78
'051901,58,17,67,50,17,83,.,.,.,.,.,.,38,12,75,21,5,64,31,8,69,43,16,77,30,7,71,-1,-1,-1,58,17,67,33,8,73,26,5,67,21,4,45,48,18,80,40,13,77,33,10,71,0,0,64
'052901,15,4,55,-1,-1,-1,67,0,100,.,.,.,34,11,70,21,3,72,30,8,66,37,12,75,32,10,68,45,0,91,10,2,47,33,11,66,17,3,54,13,3,35,46,17,76,35,12,70,31,7,70,29,10,64
'053001,26,9,66,.,.,.,.,.,.,.,.,.,36,12,75,-1,-1,-1,28,8,68,35,11,80,32,9,73,39,22,78,12,4,57,38,13,70,19,4,64,36,8,60,52,25,84,37,12,77,30,11,65,73,18,82
'054901,25,0,50,.,.,.,.,.,.,.,.,.,26,10,60,21,11,63,21,7,55,25,9,57,19,5,54,.,.,.,-1,-1,-1,27,10,63,10,2,42,11,5,23,48,23,77,28,10,61,22,9,56,29,10,48
'054902,21,3,58,.,.,.,.,.,.,.,.,.,31,8,63,25,0,63,27,6,60,32,9,65,29,7,60,.,.,.,13,0,53,31,7,61,11,2,43,19,6,40,56,23,85,34,8,66,23,9,54,82,9,91
'054903,18,9,36,-1,-1,-1,.,.,.,.,.,.,31,11,66,0,0,22,29,9,65,38,14,73,29,9,63,.,.,.,6,0,25,25,8,60,19,4,57,25,12,38,37,16,76,30,10,65,36,14,70,20,0,40
'055901,9,0,34,0,0,17,50,13,50,-1,-1,-1,24,5,58,.,.,.,20,5,53,23,4,61,23,5,57,-1,-1,-1,7,0,31,24,7,54,13,2,47,3,0,20,33,15,75,25,5,61,19,5,50,-1,-1,-1
'056901,15,5,44,38,19,62,20,0,80,.,.,.,38,15,68,26,4,78,31,12,62,41,15,72,30,10,63,33,17,83,9,1,36,36,15,65,14,3,48,18,9,39,52,23,76,38,15,69,40,14,67,40,10,70
'056902,25,9,67,-1,-1,-1,.,.,.,.,.,.,38,15,72,-1,-1,-1,33,13,71,41,18,78,32,8,70,-1,-1,-1,23,6,67,35,11,65,18,3,68,24,18,47,50,26,76,38,14,68,40,15,80,-1,-1,-1
'057802,26,7,58,53,35,71,-1,-1,-1,.,.,.,26,7,56,22,5,51,26,8,56,25,6,56,28,8,59,-1,-1,-1,19,6,50,27,9,55,23,6,51,19,12,34,11,0,44,30,9,58,24,7,55,38,0,67
'057803,35,11,70,52,25,84,84,57,97,50,0,92,43,17,74,35,12,67,37,12,71,45,18,77,39,13,73,30,13,75,26,6,63,40,16,72,23,6,61,20,6,41,62,31,85,56,29,82,40,15,73,29,11,60
'057804,11,1,49,13,1,51,3,0,31,-1,-1,-1,15,2,55,12,1,51,15,2,55,17,2,60,17,2,56,21,2,69,9,1,47,14,2,50,15,2,54,6,1,34,18,2,60,9,0,35,15,2,55,8,1,43
'057805,4,4,25,40,10,80,.,.,.,.,.,.,20,9,56,.,.,.,10,4,40,20,7,60,5,2,38,.,.,.,4,4,25,19,11,53,8,8,33,29,21,64,50,29,93,22,10,55,0,0,63,-1,-1,-1
'057806,23,7,54,40,17,74,64,47,89,43,14,57,28,10,59,22,6,52,24,8,55,28,10,60,26,9,58,27,20,53,14,3,44,28,11,59,15,3,47,25,7,46,43,19,75,31,13,61,25,8,57,10,8,34
'057807,27,7,62,41,19,71,61,34,85,57,43,86,35,13,69,31,10,65,30,10,65,39,14,73,32,10,68,53,5,79,13,3,48,32,11,66,16,3,53,17,5,35,58,27,86,38,14,71,31,10,65,27,8,68
'057808,51,26,82,28,16,74,81,55,96,.,.,.,62,36,87,46,18,80,45,18,78,63,36,88,47,19,80,75,75,100,44,20,79,62,35,87,44,21,79,24,11,46,59,37,81,65,38,88,59,33,86,40,20,60
'057809,34,14,75,.,.,.,.,.,.,.,.,.,26,9,62,19,4,38,26,12,67,26,6,79,30,12,74,.,.,.,34,14,75,26,12,48,30,11,69,-1,-1,-1,.,.,.,26,12,64,28,0,56,.,.,.
'057810,26,11,69,.,.,.,.,.,.,.,.,.,27,9,65,20,3,60,26,9,64,31,10,70,35,16,70,.,.,.,24,9,68,24,8,61,17,6,61,38,9,67,-1,-1,-1,31,7,74,25,10,61,13,0,60
'057813,39,17,77,-1,-1,-1,50,43,79,.,.,.,40,18,76,23,9,49,41,18,77,41,18,78,41,18,77,60,0,90,32,12,72,39,17,74,36,15,73,29,14,47,25,15,65,43,20,77,37,16,75,20,8,55
'057814,3,0,10,.,.,.,.,.,.,.,.,.,1,0,11,0,0,6,1,0,11,0,0,23,3,0,16,.,.,.,3,0,10,2,0,10,2,0,12,0,0,5,-1,-1,-1,.,.,.,1,0,11,0,0,0
'057816,47,19,74,.,.,.,17,0,83,-1,-1,-1,26,9,63,25,9,63,24,8,61,30,11,67,35,16,69,14,0,71,41,14,70,22,7,59,9,2,46,10,2,26,81,31,88,30,11,69,20,7,55,11,3,46
'057819,19,6,57,13,13,38,.,.,.,.,.,.,24,9,59,41,18,79,24,9,59,22,9,58,21,7,57,.,.,.,18,5,57,26,9,61,17,5,55,0,0,15,21,7,50,24,9,60,23,9,59,0,0,60
'057827,39,11,78,.,.,.,-1,-1,-1,.,.,.,38,13,75,27,11,63,37,12,73,40,13,77,43,13,80,.,.,.,30,6,71,37,12,74,30,8,68,11,3,36,42,15,81,41,14,75,36,12,75,0,0,43
'057828,8,0,38,28,16,60,73,9,91,18,0,55,19,3,53,17,1,48,15,2,49,19,2,56,13,1,47,-1,-1,-1,7,0,36,19,3,50,18,2,52,9,1,35,29,6,68,43,0,64,19,3,53,20,7,47
'057829,24,6,59,35,10,70,-1,-1,-1,.,.,.,30,8,63,33,10,55,30,8,64,29,9,63,30,8,64,.,.,.,14,3,48,30,8,64,15,4,50,18,6,39,26,12,44,32,9,66,27,7,60,21,6,42
'057830,25,6,63,56,11,78,.,.,.,-1,-1,-1,30,8,67,27,9,62,30,8,67,31,8,71,30,8,67,-1,-1,-1,20,4,54,29,9,63,22,4,58,15,7,37,49,20,69,33,9,71,26,7,60,26,10,51
'057831,33,0,89,-1,-1,-1,.,.,.,.,.,.,28,8,65,27,7,64,28,8,66,29,8,70,35,17,75,-1,-1,-1,17,0,83,27,9,60,16,2,53,8,2,22,38,13,50,28,8,62,28,8,67,11,5,68
'057833,33,11,68,17,11,50,63,43,94,.,.,.,41,18,72,33,11,68,39,19,69,41,20,72,37,12,69,.,.,.,18,2,57,41,16,73,22,5,57,25,15,47,45,21,74,45,21,79,39,16,68,43,6,69
'057834,8,1,45,5,0,20,20,0,40,.,.,.,13,2,44,9,1,38,13,1,43,15,2,50,15,3,49,-1,-1,-1,5,0,41,12,3,37,11,2,42,4,2,13,35,12,60,0,0,47,13,2,43,17,3,42
'057835,38,17,76,.,.,.,67,56,78,.,.,.,42,18,78,30,13,79,42,17,78,42,17,79,42,18,78,.,.,.,37,16,75,42,19,78,38,18,74,29,7,57,-1,-1,-1,44,19,80,35,12,73,94,47,100
'057836,.,.,.,44,22,89,.,.,.,.,.,.,43,16,81,41,15,80,41,15,80,40,16,81,76,35,94,.,.,.,.,.,.,47,16,81,28,3,58,18,5,33,-1,-1,-1,46,17,80,37,14,82,0,0,0
'057839,33,13,71,.,.,.,.,.,.,.,.,.,33,13,73,67,33,67,33,13,73,36,15,77,33,13,73,.,.,.,24,8,65,31,11,68,25,9,67,20,10,42,36,14,86,35,14,74,31,10,69,28,13,72
'057840,69,23,100,-1,-1,-1,86,32,99,-1,-1,-1,86,36,100,88,45,100,83,28,100,84,36,99,80,27,100,-1,-1,-1,-1,-1,-1,90,38,100,38,13,100,-1,-1,-1,91,49,100,.,.,.,86,36,100,-1,-1,-1
'057841,32,15,63,.,.,.,-1,-1,-1,.,.,.,30,14,62,21,9,58,30,14,61,33,16,68,31,14,62,.,.,.,32,15,63,28,12,56,29,14,59,14,10,25,-1,-1,-1,32,16,63,29,12,61,42,25,67
'057844,29,10,60,5,0,63,53,26,82,.,.,.,41,17,72,29,10,62,37,13,70,45,18,75,32,9,68,-1,-1,-1,24,8,56,37,15,69,23,8,56,33,13,50,42,16,71,49,22,79,34,13,66,17,4,42
'057845,32,10,71,68,32,100,80,49,91,.,.,.,57,26,85,47,25,85,39,14,72,57,26,84,44,16,78,83,33,83,27,8,68,57,27,86,31,8,73,18,8,53,70,36,92,60,31,87,55,24,84,22,11,44
'057846,20,4,54,40,11,55,71,26,90,.,.,.,24,7,56,18,7,48,22,5,55,24,6,59,22,5,55,-1,-1,-1,19,4,53,24,7,53,14,3,45,10,5,24,47,17,74,24,8,56,24,6,56,19,19,63
'057847,39,12,76,47,15,77,50,20,95,.,.,.,33,10,67,24,8,60,20,6,56,36,11,70,31,10,66,-1,-1,-1,39,12,76,29,10,63,35,9,65,6,3,35,41,13,73,38,14,72,28,8,63,5,0,32
'057848,30,11,64,47,19,78,67,38,89,56,32,85,39,16,71,32,12,64,32,11,65,41,17,73,35,13,69,48,23,73,24,8,59,37,15,68,25,8,59,14,5,31,59,28,84,54,25,81,36,14,68,30,10,55
'057849,14,3,49,-1,-1,-1,.,.,.,.,.,.,17,6,52,17,7,50,17,6,52,18,5,53,18,3,55,.,.,.,15,3,48,17,8,51,11,3,44,36,30,50,50,33,83,13,0,56,18,7,52,0,0,7
